acc,geo_loc_name_country_calc,geo_loc_name_country_continent_calc,platform,instrument,bioproject,avgspotlen,mbases,collection_date_sam,abstract,category
ERR9295262,Spain,Europe,ILLUMINA,Illumina HiSeq 4000,PRJEB38625,72.0,355.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '817486', 'Project_Acc': 'PRJEB38625', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Other', 'Sort_By_ProjectType': '227073', 'Sort_By_DataType': '208199', 'Sort_By_Organism': '684804', 'Project_Subtype': '', 'Project_Target_Scope': 'Monoisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Other', 'Project_Objectives': 'Unspecified Objective'}], 'Registration_Date': '2022/03/18 00:00', 'Project_Name': 'The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.', 'Project_Title': 'The oral and fecal microbiome in chronic pancreatitis and pancreatic cancer.', 'Project_Description': 'Pancreatic ductal adenocarcinoma (PDAC), the most frequent form of pancreatic cancer, poses an increasing disease burden worldwide. Recent evidence suggests a role for the microbiome in PDAC etiology and progression. We analysed the fecal and salivary microbiota in a prospectively recruited population of treatment-naïve PDAC patients, chronic pancreatitis patients and healthy controls using shotgun metagenomic and 16S rRNA amplicon sequencing.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'European Molecular Biology Laboratory', 'Submitter_Organization_List': ['European Molecular Biology Laboratory'], 'Supergroup': ''}, attributes={'uid': '817486'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infection
ERR719181,Canada,North America,ILLUMINA,Illumina HiSeq 1000,PRJEB8094,202.0,808.0,2012-03-28,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '658052', 'Project_Acc': 'PRJEB39906', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Other', 'Sort_By_ProjectType': '348408', 'Sort_By_DataType': '334234', 'Sort_By_Organism': '733113', 'Project_Subtype': '', 'Project_Target_Scope': 'Monoisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Other', 'Project_Objectives': 'Unspecified Objective'}], 'Registration_Date': '2020/08/19 00:00', 'Project_Name': '', 'Project_Title': 'EMG produced TPA metagenomics assembly of PRJEB8094 data set (The initial state of the human gut microbiome determines its reshaping by antibiotics).', 'Project_Description': 'The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJEB8094, and was assembled with metaSPAdes v3.13.0. This project includes samples from the following biomes: root:Host-associated:Human:Digestive system:Large intestine:Fecal,root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon.', 'Keyword': 'TPA:assembly', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'Unknown', 'Submitter_Organization': 'EMG', 'Submitter_Organization_List': ['EMG'], 'Supergroup': ''}, attributes={'uid': '658052'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR17231311,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA786578,296.0,1729.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '408170', 'Project_Id': '786578', 'Project_Acc': 'PRJNA786578', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Metagenome', 'Sort_By_ProjectType': '249099', 'Sort_By_DataType': '231074', 'Sort_By_Organism': '269648', 'Project_Subtype': '', 'Project_Target_Scope': 'Environment', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Sequence', 'Project_Objectives': ''}], 'Registration_Date': '2021/12/06 00:00', 'Project_Name': 'human stool', 'Project_Title': 'human stool Metagenome', 'Project_Description': 'Using metagenomic data to ID enteric pathogens in stool (304 samples)', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': 'human gut metagenome', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'Public Health Agency of Canada', 'Submitter_Organization_List': ['Public Health Agency of Canada'], 'Supergroup': 'Other'}, attributes={'uid': '786578'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infection
SRR2565930,Canada,North America,ILLUMINA,Illumina HiSeq 2000,PRJNA297252,150.0,3241.0,2010-12-10,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '408170', 'Project_Id': '297252', 'Project_Acc': 'PRJNA297252', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '665897', 'Sort_By_DataType': '659633', 'Sort_By_Organism': '270383', 'Project_Subtype': '', 'Project_Target_Scope': 'Environment', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2015/09/29 00:00', 'Project_Name': 'human gut metagenome', 'Project_Title': 'Intestinal microbiota dynamics in hospitalized patients', 'Project_Description': 'Using whole-metagenome shotgun sequencing, we examined the diversity and composition of the fecal microbiota in a prospective cohort study of 98 hospitalized patients.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': 'human gut metagenome', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'McGill University', 'Submitter_Organization_List': ['McGill University'], 'Supergroup': 'Other'}, attributes={'uid': '297252'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR13712856,Canada,North America,ILLUMINA,NextSeq 500,PRJNA701961,251.0,9005.0,2016-02-28,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '701961', 'Project_Acc': 'PRJNA701961', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '313068', 'Sort_By_DataType': '297445', 'Sort_By_Organism': '719402', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2021/02/15 00:00', 'Project_Name': '', 'Project_Title': 'Donor and recipient stool metagenomes from a fecal microbiota transplantation study', 'Project_Description': 'Stool sample metagenomes from two healthy FMT donors and ten FMT recipients (five recipients per donor). All recipients had chronic, recurrent Clostridium difficile infection (CDI) and received vancomycin for a minimum of ten days prior to FMT. Recipients did not take any antibiotics on the day of transplant, or for the remaining duration of the sampling period.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'University of Chicago', 'Submitter_Organization_List': ['University of Chicago'], 'Supergroup': ''}, attributes={'uid': '701961'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infection
ERR3277244,Canada,North America,ILLUMINA,NextSeq 500,PRJEB32135,217.0,438.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '548484', 'Project_Acc': 'PRJEB32135', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Other', 'Sort_By_ProjectType': '443049', 'Sort_By_DataType': '431250', 'Sort_By_Organism': '762191', 'Project_Subtype': '', 'Project_Target_Scope': 'Monoisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Other', 'Project_Objectives': 'Unspecified Objective'}], 'Registration_Date': '2019/06/12 00:00', 'Project_Name': 'The Canadian Healthy Infant Longitudinal Development (CHILD) study is a multicenter longitudinal, prospective, general population birth cohort study. This study used a nested case-controlled design to analyze the functional potential of the fecal microbiome in infants enrolled in the CHILD Study. We selected 3-month and 1-year stool samples from an atopy enriched subset of children from one enrollment center (Vancouver). DNA was extracted from stool samples and submitted for shotgun metagenome sequencing.', 'Project_Title': 'The Canadian Healthy Infant Longitudinal Development (CHILD) study is a multicenter longitudinal, prospective, general population birth cohort study. This study used a nested case-controlled design to analyze the functional potential of the fecal microbiome in infants enrolled in the CHILD Study. We selected 3-month and 1-year stool samples from an atopy enriched subset of children from one enrollment center (Vancouver). DNA was extracted from stool samples and submitted for shotgun metagenome sequencing.', 'Project_Description': 'Allergic disease is the most frequent chronic health issue in children and has been linked to early life gut microbiome dysbiosis. Many lines of evidence suggest that microbially derived short-chain fatty acids, and particularly butyrate, can promote immune tolerance. We used shotgun metagenomic analysis to determine whether dysbiosis in butyrate fermentation could be identified in human infants, prior to their developing allergic disease. We found that the microbiome of infants that went on to develop allergic sensitization later in childhood lacked genes encoding key enzymes for carbohydrate breakdown and butyrate production. Our findings support the importance of microbial carbohydrate metabolism during early infancy in protecting against development of allergies and suggest metabolite therapy as a potential prevention strategy.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'UNIVERSITY OF BRITISH COLUMBIA', 'Submitter_Organization_List': ['UNIVERSITY OF BRITISH COLUMBIA'], 'Supergroup': ''}, attributes={'uid': '548484'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infant Study
SRR14117790,Canada,North America,ILLUMINA,Illumina MiniSeq,PRJNA718445,302.0,247.0,2018-09-25,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '718445', 'Project_Acc': 'PRJNA718445', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '299715', 'Sort_By_DataType': '283762', 'Sort_By_Organism': '715969', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2021/03/30 00:00', 'Project_Name': '', 'Project_Title': 'Metagenomes from DNA isolated from oropharyngeal swabs, stool samples, rectal swabs and vaginal secretions. Raw sequence reads', 'Project_Description': 'Metagenomes were generated from DNA isolated from oropharyngeal swabs, stool samples, rectal swabs and vaginal secretions to determine effects of sequencing depth on alpha diversity and to determine the ratio of human to microbial reads seen when sequenced via shotgun sequencing.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'University of Toronto', 'Submitter_Organization_List': ['University of Toronto'], 'Supergroup': ''}, attributes={'uid': '718445'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infection
SRR5925342,Canada,North America,ILLUMINA,NextSeq 500,PRJNA397664,251.0,5522.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '397664', 'Project_Acc': 'PRJNA397664', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Genome sequencing and assembly', 'Sort_By_ProjectType': '577917', 'Sort_By_DataType': '569064', 'Sort_By_Organism': '791812', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2017/08/09 00:00', 'Project_Name': '', 'Project_Title': 'A GUT MICROBIAL AUTOANTIGEN SUPPRESSES COLITIS', 'Project_Description': 'A GUT MICROBIAL AUTOANTIGEN MIMIC THAT HIJACKS DIABETOGENIC AUTOREACTIVITY TO SUPPRESS COLITIS', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'Contigs', 'Submitter_Organization': 'University of Bern', 'Submitter_Organization_List': ['University of Bern'], 'Supergroup': ''}, attributes={'uid': '397664'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other Disease
SRR13236540,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA684000,539.0,72.0,2013-04-01,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '684000', 'Project_Acc': 'PRJNA684000', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '327298', 'Sort_By_DataType': '312095', 'Sort_By_Organism': '724734', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2020/12/10 00:00', 'Project_Name': '', 'Project_Title': 'Fecal Microbiota Transplantation Donor and Recipient Analysis', 'Project_Description': 'Investigating the donor-recipient compatibility, their gut microbiomes, and their implications on FMT treatment for recurrent Clostridioides difficile infections.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'University Of British Columbia', 'Submitter_Organization_List': ['University Of British Columbia'], 'Supergroup': ''}, attributes={'uid': '684000'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infection
SRR14654619,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA732769,500.0,601.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '732769', 'Project_Acc': 'PRJNA732769', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '288901', 'Sort_By_DataType': '272524', 'Sort_By_Organism': '711205', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2021/05/26 00:00', 'Project_Name': '', 'Project_Title': 'The impact of bacteriophages on DSS-colitis and microbiota composition - VLP shotgun', 'Project_Description': 'The impact of bacteriophages on DSS-colitis and microbiota composition - VLP shotgun', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'McGill University', 'Submitter_Organization_List': ['McGill University'], 'Supergroup': ''}, attributes={'uid': '732769'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other Disease
SRR17769791,Canada,North America,ILLUMINA,Illumina NovaSeq 6000,PRJNA800058,300.0,2601.0,2021-07-01,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '9606', 'Project_Id': '800058', 'Project_Acc': 'PRJNA800058', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '239325', 'Sort_By_DataType': '220991', 'Sort_By_Organism': '191059', 'Project_Subtype': '', 'Project_Target_Scope': 'Monoisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2022/01/24 00:00', 'Project_Name': 'Homo sapiens', 'Project_Title': 'Helicobacter pylori serology is negatively associated with overall survival in patients with melanoma treated with immune checkpoint inhibitors', 'Project_Description': 'Helicobacter pylori serology is negatively associated with overall survival in patients with melanoma treated with immune checkpoint inhibitors', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': 'Homo sapiens', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'CRCHUM', 'Submitter_Organization_List': ['CRCHUM'], 'Supergroup': 'Eukaryotes'}, attributes={'uid': '800058'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Cancer
SRR18461266,Canada,North America,ILLUMINA,Illumina NovaSeq 6000,PRJNA818303,275.0,36436.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '646099', 'Project_Id': '818303', 'Project_Acc': 'PRJNA818303', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '226513', 'Sort_By_DataType': '207613', 'Sort_By_Organism': '271251', 'Project_Subtype': '', 'Project_Target_Scope': 'Environment', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2022/03/21 00:00', 'Project_Name': 'human microbiome', 'Project_Title': 'Integrated metagenomics, metaviromics, and metatranscriptomics reveal colonic virome-bacteriome interactions', 'Project_Description': 'The human gut virome has been increasingly explored in recent years, revealing the presence of individualized, temporally stable viral communities. However, nearly all virome sequencing efforts rely solely on fecal sampling and few studies leverage multiomic approaches to study phage-host relationships at the community level. Here, we combine metagenomics, metaviromics, and meta-transcriptomics to study virome-bacteriome interactions at the colonic mucosal-luminal interface. Systems biology approaches such as those presented in this report will enhance our understanding of the human gut virome and its interactions with our microbiome and our health, especially as continue to uncover viral communities across our complex host biogeography', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': 'human metagenome', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'University of Ottawa', 'Submitter_Organization_List': ['University of Ottawa'], 'Supergroup': 'Other'}, attributes={'uid': '818303'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infection
SRR17622768,Canada,North America,ILLUMINA,Illumina NovaSeq 6000,PRJNA783624,302.0,22974.0,2021-01-01,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '909151', 'Project_Acc': 'PRJEB58054', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Genome sequencing and assembly', 'Sort_By_ProjectType': '163944', 'Sort_By_DataType': '142821', 'Sort_By_Organism': '660232', 'Project_Subtype': '', 'Project_Target_Scope': 'Monoisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Other', 'Project_Objectives': 'Unspecified Objective'}], 'Registration_Date': '2022/12/06 00:00', 'Project_Name': '', 'Project_Title': 'EMG produced TPA metagenomics assembly of PRJNA783624 data set (A natural polyphenol exerts antitumor activity and circumvents anti-PD-1 resistance through effects on the gut microbiota).', 'Project_Description': 'The Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set PRJNA783624, and was assembled with metaSPAdes v3.15.3. This project includes samples from the following biomes: root:Host-associated:Mammals:Gastrointestinal tract:Intestine:Fecal.', 'Keyword': 'TPA:assembly', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'Contigs', 'Submitter_Organization': 'EMG', 'Submitter_Organization_List': ['EMG'], 'Supergroup': ''}, attributes={'uid': '909151'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Cancer
SRR8982776,Canada,North America,ILLUMINA,Illumina MiSeq,PRJNA540073,502.0,2944.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '540073', 'Project_Acc': 'PRJNA540073', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Raw sequence reads', 'Sort_By_ProjectType': '450401', 'Sort_By_DataType': '438823', 'Sort_By_Organism': '764647', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2019/04/27 00:00', 'Project_Name': '', 'Project_Title': 'Targeted Capture of Antibiotic Resistance Determinants', 'Project_Description': 'Illumina sequencing and targeted capture sequencing of antibioic resistance genes from bacterial clinical isolates and the human gut microbiome.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'SRA/Trace', 'Submitter_Organization': 'McMaster University', 'Submitter_Organization_List': ['McMaster University'], 'Supergroup': ''}, attributes={'uid': '540073'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Other
SRR8090977,Russia,Europe,ILLUMINA,Illumina HiSeq 2500,PRJNA497734,132.0,186.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '497734', 'Project_Acc': 'PRJNA497734', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Genome sequencing and assembly', 'Sort_By_ProjectType': '488187', 'Sort_By_DataType': '477456', 'Sort_By_Organism': '774363', 'Project_Subtype': '', 'Project_Target_Scope': 'Multispecies', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Raw Sequence Reads', 'Project_Objectives': ''}], 'Registration_Date': '2018/10/21 00:00', 'Project_Name': '', 'Project_Title': 'Longitudinal gut microbiome sequence data combined from several DIABIMMUNE microbiome studies', 'Project_Description': 'This is a longitudinal collection of stool samples from young children at HLA conferred risk for autoimmune diseases. Nearly 700 newborns were recruited to the birth cohort as part of the international DIABIMMUNE Study (http://www.diabimmune.org/) for which the consent rate was 80% in Tartu, Estonia, 59% in Espoo, Finland, and 24% in Petrozavodsk, Russia. Recruitment took place between September 2008 and May 2010 in Estonia and Finland, and between September 2008 and July 2011 in Russia. This data set consists of samples from three previously published diabimmune studies with PMIDs 25662751, 27306663, 27133167. The participating children were monitored prospectively for infections, use of drugs including antibiotics, and other life events.', 'Keyword': '', 'Relevance_Agricultural': '', 'Relevance_Medical': 'yes', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'Contigs', 'Submitter_Organization': 'Broad Institute', 'Submitter_Organization_List': ['Broad Institute'], 'Supergroup': ''}, attributes={'uid': '497734'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infant Study
SRR4305099,Russia,Europe,ILLUMINA,Illumina HiSeq 2500,PRJNA290380,200.0,1647.0,,"{'DocumentSummarySet': DictElement({'DocumentSummary': [DictElement({'TaxId': '0', 'Project_Id': '496907', 'Project_Acc': 'PRJEB26925', 'Project_Type': 'Primary submission', 'Project_Data_Type': 'Genome sequencing', 'Sort_By_ProjectType': '488896', 'Sort_By_DataType': '478199', 'Sort_By_Organism': '774710', 'Project_Subtype': '', 'Project_Target_Scope': 'Monoisolate', 'Project_Target_Material': 'Genome', 'Project_Target_Capture': 'Whole', 'Project_MethodType': 'Sequencing', 'Project_Method': '', 'Project_Objectives_List': [{'Project_ObjectivesType': 'Other', 'Project_Objectives': 'Unspecified Objective'}], 'Registration_Date': '2018/10/16 00:00', 'Project_Name': '', 'Project_Title': 'EMG produced TPA metagenomics assembly of the A longitudinal analysis of the developing gut microbiome in infants from Finland, Estonia, and Russian Karelia (human gut metagenome) data set.', 'Project_Description': 'The human gut metagenome Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJNA290380.  This project includes samples from the following biomes: Host-associated, Human, Digestive system, Large intestine, Fecal.', 'Keyword': 'TPA:assembly', 'Relevance_Agricultural': '', 'Relevance_Medical': '', 'Relevance_Industrial': '', 'Relevance_Environmental': '', 'Relevance_Evolution': '', 'Relevance_Model': '', 'Relevance_Other': '', 'Organism_Name': '', 'Organism_Strain': '', 'Organism_Label': '', 'Sequencing_Status': 'Unknown', 'Submitter_Organization': 'EMG', 'Submitter_Organization_List': ['EMG'], 'Supergroup': ''}, attributes={'uid': '496907'})], 'DbBuild': 'Build240919-1455.1'}, attributes={'status': 'OK'})}",Infant Study
